	Unnamed: 0	id	Tweet	Stance
553	553	SMM4H20227cp2FtmlTbFq04qj	is latuda right for me?	noADE
554	554	SMM4H2022UGH4S6TNFDOSb37x	let me get lyrica ready for bed , then i'll tweet	noADE
555	555	SMM4H2022p59wmaKcKuVDWDCJ	shet up latuda	noADE
556	556	SMM4H2022o1fRqtBQZWi9xtws	@USER_____ Holly I would stay away from Tysabri and start the Tecfidera.  Make sure b4 you start Tecfidera your doc tests you for JC Virus	noADE
557	557	SMM4H2022mEYJARJEtdajWL2X	sitagliptin pretreatment in diabetes patients presenting with acute coronary syndrome resultsfromtheacute.../cardiovasc diabetol.2013;12(53)	noADE
558	558	SMM4H2022t0d1nIcRaRVe2zkE	Woot!  New battery.  My first battery replacement since I got the car in 2003.  Now I can make it to my next Tysabri infusion next week. ^_^	noADE
559	559	SMM4H2022TemUrIoZg9T1U5Cd	We have filed dozens of Fosamax Lawsuits across the country against the manufacturer  of Fosamax, Merck and Co.	noADE
560	560	SMM4H202202kUxkTsJx6t3Can	Damn, if that's what Boniva does for a girl- sign me up #Oscars #SallyField	noADE
561	561	SMM4H20227aPFlN5Bt87zJJjJ	@USER_____ the infamous dabigatran vs apixaban rct - only reps know about it @USER__________	noADE
562	562	SMM4H2022mwxB04JOGehcgjYR	and makeup hair and nails all must be right to travel as really.  ast rally astrally. on point aligned stars lining up saphris under tongue	noADE
563	563	SMM4H2022zYTeb8wBgnubCv8e	@USER_____ @USER_______ am still waiting 4 tysabri appt an learnt my ms nurse leaving.😩	noADE
564	564	SMM4H2022HTqtrFiaTEFSYjjy	@USER___________ @USER__________ @USER_________ oxcarbazapine lacosomide and clobazam	noADE
565	565	SMM4H2022AywARSkZf2ZSzWrI	@USER_____ a little metoprolol between friends?	noADE
566	566	SMM4H20227B6Vy4WoZj82a773	@USER___ no. ... temazepam thursday	noADE
567	567	SMM4H2022JiJGKbjerD9FxBvo	i wonder if this is how productive people on adderall are on the daily... #prevtweet	noADE
568	568	SMM4H2022UH4hcFkPoKQJ1YSW	@USER__________ i have a spare boniva if you need it.	noADE
569	569	SMM4H2022iH4Xm6aObnECFNkP	anyone taken geodon (ziprasidone) before? thoughts? x	noADE
570	570	SMM4H20229InKiIC4el9wg0jF	@USER___________ that's what cipro is for. levaquin should be a last resort. 😕	noADE
571	571	SMM4H2022tLKSwBGgvXO2QKKb	@USER__________ omfg my nan atch took thalidomide before giving birth to my mum haha i was pissing when i found out	noADE
572	572	SMM4H2022IL2z0J1ElWPMYHPF	@USER______ i go home til the 22nd today :( got about 300 words left but it's more disjointed than a thalidomide baby atm. need graphs too	noADE
573	573	SMM4H2022uc1ldR4tden8lkGV	oi just checked this lyrica pregabalin online, 150mg which i just took before sahoor.. costs $250...	noADE
574	574	SMM4H2022MIjZz8nVaMN0N0hZ	my beagles name is latuda latuda ii. we're fighting crime at the dog park on this lovely afternoon. HTTPURL_______________	noADE
575	575	SMM4H2022UlJz4GRXB14qwR34	@USER replacing keppra &amp; vimpat right now	noADE
576	576	SMM4H2022xCAPVFP3jsb9VWNs	taking adderall without having gum is one of the worst life experiences ever.	noADE
577	577	SMM4H20223LWE8cGDet0LBLhL	You make me want to take an adderall just so I can figure out what the hell is wrong with you.	noADE
578	578	SMM4H20221z2laxoyPjn7e1D8	@USER____ you know, temazepam	noADE
579	579	SMM4H2022f5jT6WAp9YdhwjgT	@USER_______ yeah, thalid is short for thalidomide	noADE
580	580	SMM4H20221TD0Ft1n8aFNeL4r	@USER________ i had a sinus infection and strep at the same time, but i just finished the levaquin on wednesday	noADE
581	581	SMM4H2022DytqNXXK0Ag02Dmn	Riding the Levaquin train for another 5 days  #foreversick #sinusesfromhell	noADE
582	582	SMM4H20225FsCMWmGf8ivkbEh	@USER____ #SnapdealNokiaSpeedChallenge   will do cycle rally on effient and green environment.......	noADE
583	583	SMM4H2022N3Aq6gmpnCO1JLPb	@USER___________ hahaha the drink is called a seizure! the vimpat stops them!	noADE
584	584	SMM4H2022aAuMJSrLBHkPVDFj	it'd be great if sally field's ankle snapped on stage and she lost her boniva gig. @USER________ #ronfezoscarparty	noADE
585	585	SMM4H20222KJskWeDjQbDRRbQ	Hats off to vettel such an effient german.	noADE
586	586	SMM4H2022HplDf7j9UFo4uJrO	Other drugs Orlowski thinks is interesting is Novel AKT inhibitor check out the study outcomes on this.. may overcome bortezomib resistance.	noADE
587	587	SMM4H2022Fopagl6LSuF3d8cD	Taking an adderall this early is the worst because nobody is really awake for me to binge talk to	noADE
588	588	SMM4H20220vxHxkgrduGPNFog	@USER_____ crappo really neuro pain a pain and doing changeover from gabapentin to pregabalin plus amitriptylene.	noADE
589	589	SMM4H2022HaveGPTWOFC2BTou	Eliquis may make you bleed to death	noADE
590	590	SMM4H2022vvOvmvX4rd4r6Py8	Whatever you do, DON'T GET THE VICTOZA  EPIPEN!!! I counted 50 serious side effects!	noADE
591	591	SMM4H2022gcUYuq0m9tNL0K44	@USER________ and look at who has been playing. Not canche or viox	noADE
592	592	SMM4H20228x9XMNEKXORXReze	@USER_______ this article isn’t in the canadian letter because it’s about a us-only desvenlafaxine product &amp; fda substitution regulations.	noADE
593	593	SMM4H2022hJfRGlXw4Ry1FSlk	I feel so fucking alone. All I have are some sleeping pills, neurontin and skelaxin. Worth a shot I guess.	noADE
594	594	SMM4H2022JjcyOqev3xC7FmH8	he got a need for speed thats all the people see. i dont remwmbwr the lyrica i love tuebo the smal is fast	noADE
595	595	SMM4H2022fiZ1T5RdYYC6Rutl	@USER___________ @USER___________ Threat to Januvia franchise from J&J's Invokana?	noADE
596	596	SMM4H2022N9HtT0QkXxjzyRni	Hahaha this commercial for Victoza medicine was 5 seconds on the good, and literally the rest on it's side affect	noADE
597	597	SMM4H2022rVrUAntGRWRJlhuv	@USER________ i'm working off, how long did they last for you ? i'm on viibryd	noADE
598	598	SMM4H2022v3LHS8opvRQmCgs7	typical faggot ass bitch geoden	noADE
599	599	SMM4H2022rsZEeEaj1AOubgfy	@USER___ viox just drank out of you.	noADE
600	600	SMM4H2022fcR8YuE4f7WHXzDO	dr Sebag: CyBorD is for younger patients going for transplant. For Older patients, VISTA trial showed melphalan, pred + Velcade works #csn14	noADE
601	601	SMM4H2022pNFsIbbv0BKKwK3w	@USER_____ You have a typo. It's Pradaxa :-)	noADE
602	602	SMM4H2022QC1dBTuIXCU7EjKh	@USER_______ disponible Levaquin amp 500 mg	noADE
603	603	SMM4H20227zo3GD3eP342TjRI	not even adderall can force me to pay attention to US history right now..	noADE
604	604	SMM4H2022bseP9ssqJw6RZ2Iy	It's a good thing I have a shit ton of adderall or working 13 hours back to back would kick my ass more than it is already.	noADE
605	605	SMM4H2022MlQQ2Ft8dXGxgyPY	Tell your doctors you're taking xarelto	noADE
606	606	SMM4H2022f1ewhDk1ofBbRV53	@USER____ i have even more sympathy, having spent 4 months on tramadol and gabapentin cocktail last autumn for sciatic nerve damage!	noADE
607	607	SMM4H2022PBaLvLIUSXvoFAFk	@USER_____ @USER__________ @USER____ very likely avastin eylea and lucentis all being used interchangly across all vegf indications	noADE
608	608	SMM4H2022hrcn3j4h3yEU0pKc	from prednisone to carbamazepine, pregabalin, gabapentin to methotrexate. the evolution of my drug intake continues.	noADE
609	609	SMM4H2022n5pcgdvsSq4SlTvu	i do the same shit everyday i have to take my latuda	noADE
610	610	SMM4H2022BcDsYwejhCqVaW0v	@USER_________ youre probably the last lifeguard on earth id trust to rescue me. i'd prefer a thalidomide jumped in for is... but aye a can	noADE
611	611	SMM4H2022FDfWdFHzUhL9rfX5	@USER_______ @USER__________ vimpat might make u nauseous	noADE
612	612	SMM4H2022qiOZJHfOCwAiA13m	so lets get this straight, i went from self medicating with medical marijuiana for bipolar to:  saphris for mania which led me to take an...	noADE
613	613	SMM4H2022uREcYkc6MDR31EiK	oh u sing in the shower? i get sang to... - latuda	noADE
614	614	SMM4H20223p6oaVGUo6Rabp9d	latuda latuda ii loves to take long walks and maul faces, if pressed. HTTPURL_______________	noADE
615	615	SMM4H2022wVFBFRjZT9LIGm6f	fuck pristiq it's the worst thing to ever happen to me	noADE
616	616	SMM4H2022obudt8AoNWt14myR	@USER___________ my mother was prescribed thalidomide and guiness to help her through my  birth.	noADE
617	617	SMM4H2022UldmUOVD0Nj7ZWfU	on a higher dose of pregabalin 2night. prescribed 4 nerve damage in my leg but works great for anxiety. stress free times ahead. (maybe)	noADE
618	618	SMM4H2022TQPQzYV0diITRQ2A	gabapentin 100 mg only comes in capsules.. vet still insists on giving 1/2 tablet daily	noADE
619	619	SMM4H2022MPkMG7eT4TJBAKEu	Thank you eylea drug rep for my dunkin donuts coffee. #YOUDABESS	noADE
620	620	SMM4H2022QHrIa8IqRJZF8xe8	Only new info in $REGN report is eylea guidance of $1.7B-1.8B vs cons 1.75B - the rest has been previously reported	noADE
621	621	SMM4H2022bUUMsZE1AEeN555q	$BIIB tysabri monthly sales were dn ~25% in sept (symphony health), the $ELN royalty report implying tysabri 30m miss for Q3 reinforces it	noADE
622	622	SMM4H2022lSefgRtjMj9ygK1d	@USER_______ Oh of course, we'll start our day off with some Boniva :)	noADE
623	623	SMM4H2022VoL0lkkVLD6okH2Y	lol rt @USER___: halftime beverage = halftime meds ... levaquin with a chaser of robitussin. (don't judge!) ; ) #cheers #zappos  #custserv	noADE
624	624	SMM4H2022sL0apOcAnmogIhTo	@USER__ @USER_____  Azithromycin, Levofloxacin Linked to Increased Risks for Arrhythmia and Mortality Compared with Amoxicillin	noADE
625	625	SMM4H2022NolXNMZU3APqteml	Wells Fargo demonstrates z as its most cost effient platform for delivering business value @  #ibmpulse	noADE
626	626	SMM4H2022e0M0hlZL9hfKsr4s	@USER__________ hi doc! just diagnosed with early stages of alzheimer's. besides namenda is there anything i can do to slow this mess down?	noADE
627	627	SMM4H2022yGV1CbXskBJbWaWt	Oxbridge News: Cambridge University battles ‘evil twins’ Thalidomide scenario: Advanced technology from Cambridge University research...	noADE
628	628	SMM4H2022V7DmT7HlYTZo9s2w	U.S. authorities quiz AstraZeneca over Brilinta clinical trial: LONDON (Reuters) - AstraZeneca is being investigated by U.S. authorit...	noADE
629	629	SMM4H2022S0vswY6wAxGfkVnc	@USER___________ ive been prescribed pregabalin for DDD, does it work? In so much pain	noADE
630	630	SMM4H2022L4s3cYR5FeLSlVwn	@USER_______ @USER_____ it used to be two of the Emmys, but she's having trouble refilling her Boniva THANKS OBAMACARE	noADE
631	631	SMM4H2022NzfJJ3FVv3F1H8Sg	Yes. Coumadin for Blood, Keppra & Lyrica for Seizures. Atenelol for Heart  RT @USER_______: @USER_______ You taking Coumadin/Warfarin?	noADE
632	632	SMM4H2022qfT5tvZOHSbOkxtH	find thalidomide link once and we are lumbered with epidemiological nazis for ever - but never repeating the one off success.	noADE
633	633	SMM4H2022ODRbvDAK9gVGWcyX	we females do tend to do allllat stuff darvin talking about ,, i mean i do sometimes	noADE
634	634	SMM4H20221LxABSMWTUAUTCW1	Halftime beverage = Halftime meds ... Levaquin with a chaser of Robitussin. (Don't judge!) ; ) #Cheers #Zappos #custserv	noADE
635	635	SMM4H2022S4L9FrF76R6Hu4N5	Was partying with Sally Fields all weekend. Snorted more Boniva than you can possibly imagine.	noADE
636	636	SMM4H2022YiSMii6XwwGLcjNU	if you're dead because of the prescription drug avandia call 1-888-888-8887.	noADE
637	637	SMM4H2022ZbTG6uEUNIXca8mN	i hate mysteries esp when it comes to my health. they really piss me off. today: 1/2 dose of adderall &amp; no afternoon caffeine. #fuckedup	noADE
638	638	SMM4H2022YlPWsEADekShYuls	Sun Pharma gets USFDA nod for Osteoporosis drug Ibandronate Sodium and Osteoporosis injection Boniva Generic: CIS.	noADE
639	639	SMM4H2022IyyAJSLeoYS53kSf	@USER_________ much cleaner than boniva et al?  Or does it have to do with enrollment criteria and other smoke and mirrors?	noADE
640	640	SMM4H2022zelxxNyK9ngLUwMC	Sally field looks better than she did on that Boniva commercial	noADE
641	641	SMM4H2022Oo0tioU8A7XwYyna	This is the most inspiring Boniva commercial yet. #oscars #avctv	noADE
642	642	SMM4H2022xX0eLPblB4EyWtww	@USER______ Pregabalin is supposed to help me It does a little but not much! just put up with it like u hun x@USER______ @USER____ @USER___	noADE
643	643	SMM4H2022yXRsWcsKlHhkQnlY	@USER______ i started on byetta and then i was changed to victoza this is all so worrying	noADE
644	644	SMM4H2022NNSolqQk0h1miK4A	any business should ask if they deal with anyone as effient and on the ball as @USER_______ and get in touch with them !!	noADE
645	645	SMM4H2022UDHHnhIzJWNVhWab	are u depressed? advertisement on tv said latuda a pharma can get u to end ur torment with a double barrel shotgun yipee peace at last!!!!	noADE
646	646	SMM4H2022LIZo3f9VnsAURehm	@USER___________ diabetic testing brought issues with panaceas problem Victoza is the only vaccine used with less of an impact	noADE
647	647	SMM4H2022CXpN3mXsSqVMDVA8	this is what i get for taking adderall at midnight..... fuck me	noADE
648	648	SMM4H2022NEj6jMuoyWEcvCW1	I need some temazepam  I just wanna sleep	noADE
649	649	SMM4H2022TJk7pmeTTbWhWxbN	joint ad for boniva #academyawards HTTPURL_______________	noADE
650	650	SMM4H2022VvdeIIOBK0eFZjxX	@USER__________ chippy just had trapped nerve in left shoulder, bloody annoying.. Gabapentin tablets do the trick mate.  Get well soon.	noADE
651	651	SMM4H20226hS1ULpYKKo0Aeg7	@USER_ i think someone's been spraying temazipam 'round here. i'm fookt! xxx	noADE
652	652	SMM4H2022s9hX0hikzn687Aqo	That Victoza sounds scary.	noADE
653	653	SMM4H20224b0FJIP67GEVDbqh	The problem with heroine name of Lyrica is the drug of the same name. It is all I can think of everytime I read her name	noADE
654	654	SMM4H2022VEo7kV64jEzl16ni	Listening to Marc Cohen discuss xarelto .. Cardiologists sitting on lime green bean bagspic.twitter.com/L5JU3KD5yk	noADE
655	655	SMM4H2022EOT3Z7H3OOKIWtzC	@USER__ Yes. I also worried how much the neurontin would cost because our dog doesn't have our same prescription plan(!). Lucky for us: $17	noADE
656	656	SMM4H2022kDgkuTDYoQkci4OI	They should concentrate on preventing the next Vioxx - e-cigs are effective!!! RT @USER_______: FDA looks to regulate e-cigarettes:	noADE
657	657	SMM4H2022eYZESeMUCmvdKwWw	so far, magnesium citrate, coq10, and memantine have made fibromyalgia actually bearable. little pain, greatly reduced fatigue, better sleep	noADE
658	658	SMM4H2022v8lByfLT4NbVDS7m	@USER____ take keppra1500mg and gabapentin 3x100mg they don't work fedup ending up in hospital hun dont like going i would like to come home	noADE
659	659	SMM4H2022MjuoeBgldm9VG2eZ	literally everyone’s asleep in this huge stuffed house but my seroquel hasn’t kicked in so I’m playing skyrim on mute lol	noADE
660	660	SMM4H2022lyxKiZniT7UXArDb	sorafenat 200 mg generic nexavar chemo drugs mfd by natco pharma india, contact at: +91-9873336444 for hansome price from oddway pharma.	noADE
661	661	SMM4H2022w6gm8eRoFcm6ykZ8	@USER_ @USER___ just spoke to one source:  Green Bay Area sold out of Imodium AD due to team food poisoning!  They are guzzling the stuff!	noADE
662	662	SMM4H2022MO4wMRY58jpeJtE6	7:54 PM NBC4 showed the Spiriva elephant ad. He went for a ride in a convertible. Then he went to a fair. He squeaked, I melted. I love him.	noADE
663	663	SMM4H2022WiV0wClTiJHsuiJ0	There is a growing trend toward use of combination of sorafenib + #chemoembolization in #HCC. - Dr. Geschwind #WCIO2014 #TACE	noADE
664	664	SMM4H2022pOFg6M3OHs0lQL0c	He compared my pussy to oxycodone	noADE
665	665	SMM4H2022k9XfAGVOzRzqaCDV	gremey travel companion is stephen idea of serving larry the goofy's bounce house b.o. indy 500 habitat diagnosed with aranesp	noADE
666	666	SMM4H2022WzgOQDB3GrUeKniV	@USER__ too bad buddy, Pfizer needs to sell some Sildenafil citrate	noADE
667	667	SMM4H2022u9pKy7chevh2xrr8	Asthma issues today. #badboss is flovent enough or do I need a controller med? I'm a lady, tho. Am I allowed to control my asthma?	noADE
668	668	SMM4H2022pdnK42wjorpNY5ke	@USER__________ Can you look into why it's gotten so bad in this area re outages?  Is Exelon not putting $ into infrastructure?	noADE
669	669	SMM4H2022L7ZhB3zs5AAy6jv0	@USER____ @USER____ @USER____ @USER__________ just change your depends and take you nexium and go to bed old man winter before you break hip	noADE
670	670	SMM4H20224pCFaAiLY5qJoInF	@USER_______ I always see her and Meridia at the Disney store, but not as much at target	noADE
671	671	SMM4H2022HD0O6ZKyhgIGhS2w	US medication adverts are scary. Just saw the advert for Enbrel - May cause death	noADE
672	672	SMM4H2022m3lIxYwGHpKGLEn8	@USER____ oohhhh. Ok. Why you don't just get a nuvaring ?	noADE
673	673	SMM4H2022anJQllMr6Hn6GegZ	@USER____ I wish I had more metformin to take in one sitting...does that make me a bad diabetic?	noADE
674	674	SMM4H202280RYA8S7WEIRBOw7	@USER______ @USER_____ @USER___________ Tamiflu is worthless. The inhaled neuramidase inhibitor works if used properly	noADE
675	675	SMM4H20222v2kE48iRJq4KW1A	reduced bone resorption with less effect on bone formation with mk0674 versus to alendronate and denosumab. preclinical research at #asbmr14	noADE
676	676	SMM4H2022DLiaZRtcEnUWdXdb	Amiodarone, like Viagra, was initially considered a long-acting anti-anginal drug. Ranexa was anti-arrhythmic, now sold as anti-anginal.	noADE
677	677	SMM4H2022eMJTMwso6YEBPNIp	my best friends are combivent respimat and aranesp. they are so the goon! i like to go to the movies and eat lots of root.	noADE
678	678	SMM4H2022HuciVDfcKPUtzY4U	@USER________ My son was fortunate to find a great Suboxone clinic. Ask the questions to find the right resources. MM	noADE
679	679	SMM4H2022v4B4CQJCh7rFp9fe	@USER___________ take some Imodium ad	noADE
680	680	SMM4H2022DSJw1spOzd07E0Nc	La Viox is great! #BGT	noADE
681	681	SMM4H20224zr5jHy5qggj7S9e	This guy in the Crestor ad seems way too happy about taking a pill which lets him continue stuffing his face and arteries simultaneously	noADE
682	682	SMM4H20222RLf5WkIOeyNPRKW	Shoutout to my brother @USER______ blowing up the Networks w/his new Crestor spot - a med near & dear to my Dad's heart! :)	noADE
683	683	SMM4H202250yddascTrp87vxc	@USER____ antara first form 5 15' xD	noADE
684	684	SMM4H20228WTif9jp2KgUWcCc	I think about 99% of the students in the library are jacked up on adderall right now	noADE
685	685	SMM4H2022PidD25BVL1nJuJGX	"Health Care Renewal: Logical Fallacies in Defense of the PARADIGM - HF Trial of Valsartan - Sacubitril, Suppsedly the ""Game Changer"" for..."	noADE
686	686	SMM4H20228HtCu75kT94jWqtp	Case 1: Short-acting Oxycodone has anxiolytic effects, which is why pts who have been using it for anxiety don't like the ER.  #projectecho	noADE
687	687	SMM4H2022t89hTpYFPRndxj4R	@USER__________ oh salamat ma choof shar, maybe u need to see a doctor for antibiotics and diclofenac	noADE
688	688	SMM4H2022iSpT9luRvgpTvG4j	@USER___________ I'm campaigning trying to raise awareness for COPD as well as trying to raise funds for my specialist hospitals.	noADE
689	689	SMM4H2022B7jqzI6MPhOCKlsy	God bless my lil Bargain Betty @USER____ for finding a coupon to get $50 off my advair prescription tho!	noADE
690	690	SMM4H2022IqRyQZ8zfUqZirN5	mucinex, advair y azithromycin. #vivoyperreando	noADE
691	691	SMM4H2022DI6w99yAX1ZieuTa	hav the tuss and da pro ... and the big ass blocker suboxone clean for five years	noADE
692	692	SMM4H2022N8b8kOS8CFY2pqXz	@USER____ because i would totally take adderall 😂😂😂	noADE
693	693	SMM4H2022HRkw8Jc0AkXKZFJM	back hurts.. again! :( celecoxib to the rescue!!!	noADE
694	694	SMM4H2022ytONl1XZK5ZWyh5E	Use of metformin throughout pregnancy in women with (#PCOS) has shown to reduce the rates of early pg loss, preterm labor and gestational DM	noADE
695	695	SMM4H202241WqrgQ1xIzpp3Jd	glory be to God for las pastillas de diclofenac	noADE
696	696	SMM4H2022lLigEXdVVWzVYoQc	4th place goes to GlaxoSmithKline's ($GSK) asthma standby Ventolin HFA, with 17.74 million US prescriptions	noADE
697	697	SMM4H2022Ao1NG5QbIrinDXTC	praying to the adderall gods i pass my last final this morning	noADE
698	698	SMM4H2022OJSz290bBwqc5Ohb	fu lunesta so cool you don't work!!!!	noADE
699	699	SMM4H2022EPqL64ddV48bW2Tb	welcome abhyang sagar antara pardeshi @USER________ #babyboy thx a lot @USER___________ #ray	noADE
700	700	SMM4H2022MwJBYQGIRvfQs3uc	the tamiflu is my fav flu commercial	noADE
701	701	SMM4H2022OVeFfh1BBprZu48N	@USER___________ Wish I could say no more Enbrel injections (administered by myself) and no more blood tests.	noADE
702	702	SMM4H2022NPWceIf0VRmJu45m	Oh god the symbicort ad is on TV.	noADE
703	703	SMM4H2022rsSKg1Jfu2tJpVVp	#Medicine: Effective treatments available for #HIV patients not eligible for efavirenz regimens	noADE
704	704	SMM4H2022GB1984Pyn22faLky	ge inks more than $500 million power equipment order with exelon	noADE
705	705	SMM4H2022PY1yk5KggBmf1vBX	Dimethyl sulfoxide interacts with which NSAID? A. Sulindac B. Celecoxib C. Naproxen D. Indomethacin	noADE
706	706	SMM4H20229LyPVyxYSjZ2ngKZ	@USER______ lol yeah nuvaring or something. np.☺️	noADE
707	707	SMM4H2022fqtAcxq2m5QFlfty	don't imodium ad, don't imodium ad, you've got to fruit loops	noADE
708	708	SMM4H20228vxqnYjxwzlwiCyK	@USER_____ take nexium	noADE
709	709	SMM4H2022KvtrdVuGISL3nTHJ	"""I need  to put my nuvaring in,  it's right next to my wine"""	noADE
710	710	SMM4H2022g1lwaCwzTrGeJptZ	They also prescribe advair to AAs knowing it's a steroid in it that kills off black men specifically. don't trust none of that shit.	noADE
711	711	SMM4H20222Nq34XUuElTYUW0L	@USER - Will you have paid Synthroid spokesperson Sofia Vergara back on to tell us all how easy it is to treat thyroid disease?#OzsInbox	noADE
712	712	SMM4H2022y7AJKM0dRBV0Sl8v	#rehab #drug #drugs well my trip to the dr to get suboxone turned into me admitting myself inpatient: im so sick an...  call 888-656-0067	noADE
713	713	SMM4H2022beBdZiMxLAFKD2iY	@USER______ i got imodium on intravenous drip mate😒have to do better than that of you want to be my 15th giftee	noADE
714	714	SMM4H2022hh4LofE5u2zyKtzp	#fdafriday: invokamet approved for diabetes avandia restriction lifted velcade use expanded will that be all, @USER__?	noADE
715	715	SMM4H2022PmVRTEXNpr2vypgJ	@USER_________ And not just statins. The same thing was said about Tamiflu, and the same things were said after the rosiglitazone saga.	noADE
716	716	SMM4H2022kgdd0QqnlJHylamB	I was supposed to manually apply our zostavax order today. Do you think anyone in my entire district knew how to do it? Spoiler, they didn't	noADE
717	717	SMM4H2022FK9Nt8qK3fZ0s4tZ	Don't try taking a couple Lunesta at 3 am and then try to wake up at 10 am. Just doesn't work that way.	noADE
718	718	SMM4H2022EO4FBDwad4Bo73rF	@USER______ @USER__________ the nexium isn't fast acting it's more of a maintenance med, the zantac is pretty quick	noADE
719	719	SMM4H2022c4bVyoRCQF6Rmlft	OK, but Scott from Scott's >>> Crestor guy	noADE
720	720	SMM4H2022pW5o1tQB1iikvS2R	*puts on bow tie made from suboxone wrappers*	noADE
721	721	SMM4H2022liufyNrcIgGfBcm0	KIK: Vioxx - If you want to chat about stupid bullshit.	noADE
722	722	SMM4H2022sk30JYiT9JQbTpvj	@USER______ Thank you. $197 for the Flovent was a killer.	noADE
723	723	SMM4H2022VOFgmBpYNhZaZApQ	@USER fbi chicago stole seven 10mg bystolic pills from my husband (taken for high blood pressure)....	noADE
724	724	SMM4H20227tTUiYFGZ8b2rFPL	"""lmao """"@USER__: 😂😂😂 bastard rt @USER___ sildenafil works fine rt @USER_____: i may have a serious weakness problem fam. sigh.""""”"""	noADE
725	725	SMM4H2022DFZbcZDJ5FBRAlGv	"@USER_________ Advair weakness is not suprising given competitor strenght&Rx trends-shocking part imo is that ""the market"" didn't anticipate"	noADE
726	726	SMM4H2022UZIbM3Qbej77Fvv5	Thank goodness for this Tamiflu I had in my medicine basket	noADE
727	727	SMM4H2022KZ19Z44Q0U4pF7no	@USER____ haha very punny I see what you did there viox I see it	noADE
728	728	SMM4H2022FzXckoQG9lZb9XV7	HSBC on Ranbaxy: Believe Nexium and Valcyte launches will come in Q4 FY15	noADE
729	729	SMM4H2022gxLuKne3uaY8RIkJ	My period is horrible. I mean I don't get them often because I'm on NuvaRing but I feel like I am dying!	noADE
730	730	SMM4H2022fhBV7Nb3kfN7eJQA	@USER________ hi Adam *waves* I'm about 20 rows back. And I have Ventolin lol	noADE
731	731	SMM4H2022QWI9k2fO1LqPHKW7	I am the shit please pass me Imodium	noADE
732	732	SMM4H2022Ag1z67hb2eWdW19Z	marijuana hashish lsd dmt psilocybin  alcohol cocaine adderall xanax oxycontin vicodin promethazine nitrous oxide	noADE
733	733	SMM4H2022VyYri3TV4bt4EeB7	redwood valley vineyards entangles you-know-you-want-it almond elements and a burnt albuterol essence in their 1990 cabernet sauvignon. #as	noADE
734	734	SMM4H2022V0Hw85cdLKWh2R1u	@USER_________ stability?! Lol I meant symbicort	noADE
735	735	SMM4H20229hatPUYwv8hM470s	i got an symbicort inhaler, probiotics, fish oil, and milk thistle. my health meter is on it's way back up to 100%!!!!!!	noADE
736	736	SMM4H2022VYZXn9FWyxsgVQmH	"So today I took some tums and the 7 year old I babysit says ""you should really try nexium or Zantac, they work better"""	noADE
737	737	SMM4H2022pZphTZB3jYwY1DPM	@USER_______ enbrel 50mg/15d worked as magic 4.5yrs now i'll try 3 weeks 50mg/week if flare cont mtx 'll be added to enbrel if not remicade	noADE
738	738	SMM4H2022YuEDg46mRWl9LJUD	@USER______ the doctor told me to take tamiflu for the five days and then I would be ok to be around people.	noADE
739	739	SMM4H2022Ng5N5bIV2Vcr7sss	@USER________ the gap between remicade and humira triggered the flare - i had no crohn's medication whatsoever	noADE
740	740	SMM4H2022idU0nBuNEpMn7Oyw	I've discovered Nexium and today for lunch I had two burritos and an entire package of salami JUST BECAUSE I COULD and omg, omg omg yessss	noADE
741	741	SMM4H2022fRSAF30MuIGA9DrI	@USER____ lol you are the lad i was talking to .... about how shit viox are and yoi and youre friend want to start youre own clan	noADE
742	742	SMM4H20229yxJWQhJEIqbC9jH	earth-bounder than a Peter Pan on levothyroxine	noADE
743	743	SMM4H2022NyjrtiNVLjRZ8xNg	@USER___________ true. you could argue that, but from workin in a rehabilitation center. i've seen more effectiveness in using suboxone	noADE
744	744	SMM4H20223kb3o8Zwyy17Drq2	brushing your teeth on adderall 💯	noADE
745	745	SMM4H2022weNyMMMSVeHCd2WO	@USER_____ normally I am ok its just been 4 weeks since last enbrel injection	noADE
746	746	SMM4H2022077S70CuDC3USP1B	@USER________ cialis, viagra, prozac &amp;amp; many more medications that do not require a prescription! #eva#	noADE
747	747	SMM4H20224Fo1RWT98RKJ7FEt	#RHONY who brings Advair around with them? Its not a fast acting inhaler! Aviva is full of bull!	noADE
748	748	SMM4H2022We1TSO85kl5KbKys	@USER____ gastro issues.. not much after that :( taking nexium and nausea meds	noADE
749	749	SMM4H2022Oi5Ru8MqkZGxAH5u	@USER__________ @USER__________ take your miralax ass somewhere else hun!!!	noADE
750	750	SMM4H20223vL7FDdUnRn2QGAm	*slams down headphones* dammit Baker, he moved the bugged lamp into the bathroom and started a Miralax binge	noADE
751	751	SMM4H2022hx6fQVN97uUHLgoY	does anyone have a spare blue ventolin inhailer kind of need it asap	noADE
752	752	SMM4H2022jFYDRunt4iIUKyHS	what's that “@USER_______: imodium rt @USER____: coke “@USER_____: what stops a runny tummy? 😔”	noADE
753	753	SMM4H20229n9wajM6zUdrezGq	JS: Obs study used patients enrolled in health plan, matched tegaserod initiators & non-initiators. At the time, no alternative drug for IBS	noADE
754	754	SMM4H2022iMmbObE90fOIYJfM	@USER_______ Thanks for checking in!  My endo wants me to go for blood work to check my Synthroid levels and follow-up with an ultrasound.	noADE
